prod_id,description,prod_type,qty_avail
prod0830,"Dining table; size: XL, color: green, finish: varnish",livingroom,10
prod0831,"Sofa; size: M, color: purple, finish: bare",bedroom,28
prod0832,"L-shaped sofa; size: M, color: silver, finish: resin",livingroom,28
prod0833,"Dining table; size: XL, color: red, finish: diamonds",kitchen,23
prod0834,"TV stand; size: XL, color: green, finish: chrome",livingroom,18
prod0835,"Stool; size: L, color: silver, finish: bare",kitchen,17
prod0836,"Stool; size: XL, color: gold, finish: paint",livingroom,5
prod0837,"End table; size: L, color: green, finish: resin",livingroom,10
prod0838,"Dresser; size: M, color: white, finish: diamonds",livingroom,26
prod0839,"Stool; size: L, color: bronze, finish: platinum",livingroom,14
prod0840,"TV stand; size: S, color: brown, finish: bare",kitchen,21
prod0841,"Bed frame; size: M, color: blue, finish: wood",bedroom,13
prod0842,"End table; size: S, color: blue, finish: varnish",bedroom,7
prod0843,"Bed frame; size: M, color: red, finish: oil",bedroom,13
prod0844,"TV stand; size: S, color: silver, finish: oil",bedroom,27
prod0845,"Stand; size: S, color: purple, finish: gold",livingroom,23
prod0846,"TV stand; size: M, color: blue, finish: wood",bedroom,7
prod0847,"Stand; size: XL, color: brown, finish: resin",livingroom,0
prod0848,"End table; size: S, color: white, finish: oil",bedroom,16
prod0849,"Dresser; size: L, color: black, finish: resin",kitchen,13
prod0850,"Dining table; size: M, color: green, finish: oil",bedroom,2
prod0851,"Bed frame; size: L, color: green, finish: paint",kitchen,2
prod0852,"Coffee table; size: M, color: brown, finish: bare",livingroom,18
prod0853,"Dresser; size: L, color: red, finish: bare",kitchen,17
prod0854,"Stand; size: S, color: bronze, finish: lacquer",livingroom,27
prod0855,"L-shaped sofa; size: L, color: brown, finish: oil",bedroom,26
prod0856,"Desk; size: XL, color: purple, finish: resin",bedroom,14
prod0857,"Coffee table; size: S, color: black, finish: resin",bedroom,11
prod0858,"Dresser; size: L, color: blue, finish: oil",livingroom,1
prod0859,"Sofa; size: XL, color: white, finish: gold",bedroom,5
prod0860,"Sofa; size: L, color: white, finish: bare",kitchen,15
prod0861,"Stand; size: XL, color: silver, finish: bare",livingroom,24
prod0862,"Bar stool; size: S, color: green, finish: silver",bedroom,29
prod0863,"Coffee table; size: M, color: blue, finish: silver",bedroom,5
prod0864,"Dresser; size: M, color: brown, finish: platinum",kitchen,24
prod0865,"Desk; size: L, color: gold, finish: platinum",bedroom,23
prod0866,"End table; size: XL, color: bronze, finish: lacquer",livingroom,26
prod0867,"Desk; size: S, color: silver, finish: wood",kitchen,9
prod0868,"Book shelf; size: L, color: white, finish: oil",kitchen,1
prod0869,"Stand; size: L, color: white, finish: resin",kitchen,5
prod0870,"Desk; size: M, color: bronze, finish: chrome",bedroom,4
prod0871,"Dresser; size: XL, color: red, finish: diamonds",bedroom,23
prod0872,"TV stand; size: L, color: gold, finish: lacquer",kitchen,29
prod0873,"Desk; size: XL, color: black, finish: wood",livingroom,24
prod0874,"Stool; size: S, color: green, finish: chrome",bedroom,24
prod0875,"TV stand; size: XL, color: gold, finish: diamonds",bedroom,10
prod0876,"Coffee table; size: S, color: white, finish: platinum",kitchen,5
prod0877,"Dining table; size: S, color: bronze, finish: silver",livingroom,16
prod0878,"Book shelf; size: L, color: bronze, finish: platinum",kitchen,24
prod0879,"Bar stool; size: S, color: blue, finish: resin",kitchen,15
prod0880,"Sofa; size: XL, color: white, finish: resin",bedroom,22
prod0881,"Dining table; size: XL, color: green, finish: silver",kitchen,8
prod0882,"Sofa; size: XL, color: black, finish: chrome",livingroom,1
prod0883,"Dresser; size: S, color: red, finish: platinum",bedroom,21
prod0884,"End table; size: S, color: gold, finish: wood",kitchen,10
prod0885,"Dresser; size: S, color: red, finish: wood",livingroom,24
prod0886,"Bed frame; size: M, color: blue, finish: lacquer",kitchen,18
prod0887,"TV stand; size: M, color: bronze, finish: silver",kitchen,26
prod0888,"L-shaped sofa; size: M, color: white, finish: oil",bedroom,15
prod0889,"Bar stool; size: S, color: blue, finish: silver",livingroom,14
prod0890,"Stand; size: L, color: bronze, finish: bare",bedroom,12
prod0891,"Bar stool; size: XL, color: black, finish: varnish",livingroom,12
prod0892,"End table; size: S, color: purple, finish: chrome",bedroom,18
prod0893,"Sofa; size: XL, color: purple, finish: oil",livingroom,3
prod0894,"Book shelf; size: S, color: black, finish: platinum",bedroom,11
prod0895,"Coffee table; size: L, color: blue, finish: paint",bedroom,11
prod0896,"Book shelf; size: S, color: green, finish: resin",bedroom,6
prod0897,"Desk; size: XL, color: brown, finish: gold",kitchen,6
prod0898,"Dining table; size: L, color: brown, finish: wood",kitchen,16
prod0899,"Stand; size: M, color: gold, finish: varnish",kitchen,24
prod0900,"Sofa; size: XL, color: white, finish: paint",bedroom,10
prod0901,"TV stand; size: XL, color: brown, finish: varnish",livingroom,24
prod0902,"L-shaped sofa; size: S, color: brown, finish: varnish",bedroom,23
prod0903,"TV stand; size: L, color: brown, finish: wood",livingroom,12
prod0904,"Stand; size: S, color: brown, finish: resin",livingroom,21
prod0905,"L-shaped sofa; size: XL, color: brown, finish: gold",livingroom,1
prod0906,"End table; size: XL, color: brown, finish: lacquer",bedroom,15
prod0907,"Stand; size: XL, color: silver, finish: paint",bedroom,28
prod0908,"TV stand; size: XL, color: brown, finish: silver",bedroom,27
prod0909,"TV stand; size: XL, color: black, finish: bare",kitchen,21
prod0910,"Bed frame; size: L, color: red, finish: oil",kitchen,12
prod0911,"L-shaped sofa; size: S, color: bronze, finish: diamonds",bedroom,17
prod0912,"L-shaped sofa; size: S, color: purple, finish: paint",kitchen,18
prod0913,"Dining table; size: S, color: black, finish: wood",bedroom,9
prod0914,"Dresser; size: S, color: black, finish: varnish",livingroom,11
prod0915,"Dresser; size: XL, color: silver, finish: lacquer",livingroom,7
prod0916,"Bar stool; size: L, color: silver, finish: lacquer",bedroom,16
prod0917,"Stool; size: L, color: bronze, finish: silver",livingroom,24
prod0918,"Dresser; size: M, color: purple, finish: resin",bedroom,6
prod0919,"TV stand; size: XL, color: purple, finish: chrome",livingroom,27
prod0920,"Stool; size: S, color: purple, finish: gold",kitchen,21
prod0921,"L-shaped sofa; size: S, color: gold, finish: lacquer",livingroom,24
prod0922,"Dresser; size: M, color: brown, finish: resin",bedroom,7
prod0923,"Dresser; size: XL, color: silver, finish: chrome",livingroom,25
prod0924,"Bed frame; size: S, color: purple, finish: gold",bedroom,18
prod0925,"Coffee table; size: M, color: white, finish: paint",kitchen,4
prod0926,"TV stand; size: L, color: green, finish: chrome",livingroom,29
prod0927,"Dresser; size: L, color: green, finish: wood",kitchen,12
prod0928,"L-shaped sofa; size: S, color: bronze, finish: gold",bedroom,5
prod0929,"L-shaped sofa; size: XL, color: brown, finish: oil",livingroom,2
prod0930,"Coffee table; size: M, color: gold, finish: paint",bedroom,3
prod0931,"Book shelf; size: M, color: red, finish: gold",kitchen,13
prod0932,"Stool; size: S, color: green, finish: lacquer",livingroom,6
prod0933,"L-shaped sofa; size: M, color: gold, finish: varnish",livingroom,29
prod0934,"Dining table; size: S, color: brown, finish: silver",bedroom,19
prod0935,"TV stand; size: M, color: bronze, finish: diamonds",kitchen,5
prod0936,"Sofa; size: M, color: silver, finish: diamonds",kitchen,21
prod0937,"End table; size: XL, color: red, finish: bare",bedroom,9
prod0938,"Bar stool; size: M, color: brown, finish: platinum",livingroom,1
prod0939,"TV stand; size: XL, color: silver, finish: lacquer",livingroom,6
prod0940,"Bed frame; size: L, color: black, finish: silver",livingroom,10
prod0941,"End table; size: XL, color: blue, finish: gold",bedroom,17
prod0942,"Desk; size: XL, color: green, finish: chrome",kitchen,17
prod0943,"Stool; size: L, color: white, finish: oil",bedroom,28
prod0944,"Desk; size: XL, color: gold, finish: resin",livingroom,11
prod0945,"Book shelf; size: XL, color: brown, finish: oil",bedroom,28
prod0946,"Sofa; size: XL, color: green, finish: chrome",livingroom,16
prod0947,"Bar stool; size: M, color: brown, finish: oil",kitchen,11
prod0948,"Desk; size: S, color: purple, finish: diamonds",livingroom,15
prod0949,"Coffee table; size: L, color: gold, finish: resin",bedroom,10
prod0950,"End table; size: L, color: black, finish: silver",kitchen,3
prod0951,"L-shaped sofa; size: M, color: brown, finish: paint",livingroom,12
prod0952,"Stand; size: M, color: white, finish: chrome",livingroom,15
prod0953,"Bed frame; size: S, color: red, finish: oil",kitchen,19
prod0954,"Coffee table; size: M, color: gold, finish: bare",livingroom,13
prod0955,"Coffee table; size: XL, color: white, finish: lacquer",bedroom,13
prod0956,"Bed frame; size: S, color: bronze, finish: diamonds",livingroom,19
prod0957,"TV stand; size: S, color: green, finish: resin",bedroom,10
prod0958,"Stool; size: S, color: gold, finish: varnish",bedroom,17
prod0959,"TV stand; size: M, color: gold, finish: lacquer",kitchen,11
prod0960,"Bed frame; size: M, color: bronze, finish: chrome",bedroom,8
prod0961,"Dining table; size: L, color: bronze, finish: lacquer",kitchen,3
prod0962,"Dining table; size: S, color: green, finish: oil",bedroom,15
prod0963,"Dining table; size: L, color: silver, finish: chrome",bedroom,14
prod0964,"Desk; size: S, color: gold, finish: lacquer",livingroom,22
prod0965,"TV stand; size: S, color: black, finish: wood",kitchen,17
prod0966,"Bed frame; size: S, color: green, finish: platinum",kitchen,25
prod0967,"Coffee table; size: M, color: blue, finish: paint",livingroom,17
prod0968,"End table; size: L, color: blue, finish: silver",kitchen,23
prod0969,"TV stand; size: S, color: blue, finish: gold",kitchen,16
prod0970,"Coffee table; size: M, color: silver, finish: paint",bedroom,15
prod0971,"Stand; size: S, color: purple, finish: bare",kitchen,29
prod0972,"Dresser; size: XL, color: blue, finish: gold",kitchen,4
prod0973,"TV stand; size: L, color: brown, finish: wood",kitchen,1
prod0974,"Coffee table; size: M, color: purple, finish: varnish",bedroom,22
prod0975,"Dresser; size: M, color: white, finish: diamonds",bedroom,22
prod0976,"Coffee table; size: L, color: white, finish: resin",livingroom,23
prod0977,"Bed frame; size: L, color: blue, finish: chrome",livingroom,27
prod0978,"Bed frame; size: S, color: silver, finish: wood",kitchen,28
prod0979,"Dresser; size: S, color: blue, finish: chrome",livingroom,2
prod0980,"End table; size: S, color: white, finish: varnish",livingroom,9
prod0981,"Dining table; size: XL, color: gold, finish: lacquer",bedroom,22
prod0982,"Bed frame; size: L, color: black, finish: wood",kitchen,3
prod0983,"Book shelf; size: XL, color: purple, finish: silver",livingroom,4
prod0984,"Bed frame; size: XL, color: black, finish: bare",kitchen,11
prod0985,"Dresser; size: XL, color: purple, finish: wood",livingroom,14
prod0986,"TV stand; size: S, color: silver, finish: platinum",kitchen,5
prod0987,"End table; size: S, color: brown, finish: diamonds",bedroom,13
prod0988,"Book shelf; size: M, color: gold, finish: resin",kitchen,2
prod0989,"TV stand; size: S, color: black, finish: varnish",livingroom,0
prod0990,"Bed frame; size: L, color: black, finish: resin",livingroom,2
prod0991,"TV stand; size: M, color: bronze, finish: paint",kitchen,9
prod0992,"Bar stool; size: S, color: blue, finish: lacquer",livingroom,23
prod0993,"Stool; size: L, color: bronze, finish: bare",livingroom,28
prod0994,"Stand; size: M, color: white, finish: gold",kitchen,9
prod0995,"Dresser; size: XL, color: red, finish: lacquer",kitchen,29
prod0996,"TV stand; size: M, color: brown, finish: silver",bedroom,10
prod0997,"Sofa; size: S, color: brown, finish: chrome",livingroom,27
prod0998,"TV stand; size: S, color: purple, finish: bare",bedroom,14
prod0999,"TV stand; size: L, color: black, finish: paint",livingroom,11
prod1000,"Bed frame; size: S, color: purple, finish: bare",livingroom,3
